PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
105300009,PASCHAL SHERMAN INDIAN SCHOOL,EPA Region 10,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
105300011,HOH TRIBE,EPA Region 10,100,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
105300011,HOH TRIBE,EPA Region 10,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300014,NISQUALLY,EPA Region 10,"3,200",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300017,QUEETS,EPA Region 10,200,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
105300017,QUEETS,EPA Region 10,200,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
105300017,QUEETS,EPA Region 10,200,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
105300017,QUEETS,EPA Region 10,200,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300017,QUEETS,EPA Region 10,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300018,TAHOLAH,EPA Region 10,"1,600",Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
105300018,TAHOLAH,EPA Region 10,"1,600",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
105300018,TAHOLAH,EPA Region 10,"1,600",Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300018,TAHOLAH,EPA Region 10,"1,600",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300020,SKOKOMISH,EPA Region 10,"1,150",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300022,WELLPINIT,EPA Region 10,530,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
105300026,WHITE SWAN,EPA Region 10,"2,040",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
105300028,5 CEDARS,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
105300033,MALOTT,EPA Region 10,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300033,MALOTT,EPA Region 10,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300042,ADAMS VIEW,EPA Region 10,790,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300042,ADAMS VIEW,EPA Region 10,790,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300047,ROCKY RIVER ROAD COMMUNITY SITE,EPA Region 10,135,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300047,ROCKY RIVER ROAD COMMUNITY SITE,EPA Region 10,135,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300048,UPPER SKAGIT,EPA Region 10,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300051,WOLF POINT,EPA Region 10,120,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300084,NOOKSACK RIVER CASINO,EPA Region 10,"1,200",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
105300084,NOOKSACK RIVER CASINO,EPA Region 10,"1,200",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
105300088,RUTSATZ ROAD,EPA Region 10,177,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300089,CUYAMACA,EPA Region 10,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300091,PORT SUSAN CAMP CLUB #2,EPA Region 10,"1,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
105300092,PORT SUSAN CAMP CLUB #3,EPA Region 10,"1,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300094,LUCKY EAGLE CASINO,EPA Region 10,"1,550",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
105300116,QUIL CEDA VILLAGE,EPA Region 10,"30,000",Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
105300116,QUIL CEDA VILLAGE,EPA Region 10,"30,000",Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
105300116,QUIL CEDA VILLAGE,EPA Region 10,"30,000",Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
105300116,QUIL CEDA VILLAGE,EPA Region 10,"30,000",Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300116,QUIL CEDA VILLAGE,EPA Region 10,"30,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300120,WHISPERING CEDARS,EPA Region 10,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300120,WHISPERING CEDARS,EPA Region 10,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
105300120,WHISPERING CEDARS,EPA Region 10,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
105300127,FT. SIMCOE JOB CORPS CTR.,EPA Region 10,230,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300133,QUI/NAI/ELT VILLAGE,EPA Region 10,207,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
105300133,QUI/NAI/ELT VILLAGE,EPA Region 10,207,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300133,QUI/NAI/ELT VILLAGE,EPA Region 10,207,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
105300134,CHEWELAH CASINO,EPA Region 10,370,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
105300134,CHEWELAH CASINO,EPA Region 10,370,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300134,CHEWELAH CASINO,EPA Region 10,370,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105300135,DELIA JIMICUM WATER DISTRICT,EPA Region 10,42,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300140,ASPEN ESTATES,EPA Region 10,592,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300140,ASPEN ESTATES,EPA Region 10,592,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
105300141,SULWHANON,EPA Region 10,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300144,MADISON ESTATES,EPA Region 10,86,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300146,SQUAXIN CONSOLIDATED,EPA Region 10,"1,500",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300147,NORTHWOOD CASINO,EPA Region 10,900,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
105300147,NORTHWOOD CASINO,EPA Region 10,900,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
105300147,NORTHWOOD CASINO,EPA Region 10,900,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
105300153,LEGENDS CASINO,EPA Region 10,"3,250",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105300153,LEGENDS CASINO,EPA Region 10,"3,250",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
105300153,LEGENDS CASINO,EPA Region 10,"3,250",Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
105300153,LEGENDS CASINO,EPA Region 10,"3,250",Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
105300155,TULARE ESTATES,EPA Region 10,31,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
105300155,TULARE ESTATES,EPA Region 10,31,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
105311103,MARTHA BOARDMAN,EPA Region 10,235,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
105338102,PARKER,EPA Region 10,300,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Open
105338102,PARKER,EPA Region 10,300,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
105338102,PARKER,EPA Region 10,300,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Open
105338102,PARKER,EPA Region 10,300,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
105338117,SUQUAMISH REGIONAL PUBLIC WATER SYSTEM,EPA Region 10,"1,865",Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
AK2110449,THUNDER MOUNTAIN MOBILE PARK,Alaska,180,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Open
AK2113560,HECLA GREENS CREEK HAWK INLET,Alaska,151,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
AK2120012,VALLENAR VIEW MOBILE HOME PARK,Alaska,225,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2120135,BOYER TOWING,Alaska,39,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2120169,KLAWOCK,Alaska,904,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
AK2120216,"THORNE BAY, CITY OF",Alaska,775,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2120224,HYDABURG,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
AK2120224,HYDABURG,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
AK2120224,HYDABURG,Alaska,415,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
AK2120224,HYDABURG,Alaska,415,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
AK2120541,HOLLIS SCHOOL,Alaska,42,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
AK2120541,HOLLIS SCHOOL,Alaska,42,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Open
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
AK2120575,CLOVER PASS CHRISTIAN SCHOOL,Alaska,150,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2121123,PORT PROTECTION,Alaska,60,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
AK2130083,KAKE MUNICIPAL WATER,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2130083,KAKE MUNICIPAL WATER,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2130083,KAKE MUNICIPAL WATER,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2130083,KAKE MUNICIPAL WATER,Alaska,415,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Open
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2130156,PORT ALEXANDER PWS,Alaska,95,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
AK2130172,YAKUTAT PWS,Alaska,740,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
AK2210401,MEADOW RIDGE ESTATES,Alaska,350,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
AK2210778,TROLL KNOLL S/D,Alaska,99,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2210891,SNOWCREST VIEW SOUTH,Alaska,25,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
AK2211122,SWISS AIRE S/D,Alaska,48,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
AK2213019,EKLUTNA GATE,Alaska,45,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2213792,EAGLECREST CONDOS ASSN.,Alaska,120,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2214586,CHUGIAK BENEFIT ASSOCIATION,Alaska,200,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
AK2215566,HOMER DRIVE APTS.,Alaska,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
AK2216902,"ESTELL S/D, LOT 2",Alaska,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
AK2220085,TWINDLEY BRIDGES CHARTER SCHOOL,Alaska,55,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2220095,SHOOTING STAR CIRCLE,Alaska,52,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
AK2220095,SHOOTING STAR CIRCLE,Alaska,52,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2220095,SHOOTING STAR CIRCLE,Alaska,52,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
AK2220134,ALASKA SALES & SERVICE VALLEY,Alaska,75,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2220134,ALASKA SALES & SERVICE VALLEY,Alaska,75,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
AK2220138,WILLOW HEIGHTS CONDOS,Alaska,50,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2220146,GEMSTONE ESTATES,Alaska,75,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2220146,GEMSTONE ESTATES,Alaska,75,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
AK2220146,GEMSTONE ESTATES,Alaska,75,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2220154,ALPAT WATER UTILITY-CREEKWOOD PARK,Alaska,192,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
AK2220170,WASILLA CREEK COMMONS,Alaska,180,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2220170,WASILLA CREEK COMMONS,Alaska,180,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
AK2220170,WASILLA CREEK COMMONS,Alaska,180,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
AK2220248,BIRCHTREE CHARTER SCHOOL,Alaska,125,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
AK2220308,NUGENS RANCH,Alaska,58,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
AK2220310,BIRCHVIEW TOWNHOME CONDOS,Alaska,25,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Open
AK2220310,BIRCHVIEW TOWNHOME CONDOS,Alaska,25,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2220439,BELLA VISTA SUBDIVISION,Alaska,48,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2222301,MEADOW CREEK CENTER DOT,Alaska,65,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2222987,JANSSEN FUNERAL HOME,Alaska,250,Follow-up Or Routine LCR Tap M/R,01-AUG-2012,Open
AK2223023,MSBSD CAREER CENTER,Alaska,575,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Open
AK2224078,SHERWOOD ESTATES #2,Alaska,147,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
AK2224078,SHERWOOD ESTATES #2,Alaska,147,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
AK2224078,SHERWOOD ESTATES #2,Alaska,147,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Open
AK2224078,SHERWOOD ESTATES #2,Alaska,147,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
AK2224078,SHERWOOD ESTATES #2,Alaska,147,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
AK2224159,ALEUTIAN ESTATES #1,Alaska,63,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
AK2224159,ALEUTIAN ESTATES #1,Alaska,63,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
AK2224573,FAITH BIBLE FELLOWSHIP,Alaska,361,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
AK2224604,MSBSD HOUSTON MIDDLE SCHOOL,Alaska,381,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2224806,THREE BEARS STORE 80,Alaska,484,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
AK2225313,SEARS HOLDING COMPANY  WASILLA,Alaska,140,Follow-up Or Routine LCR Tap M/R,19-FEB-2015,Open
AK2225313,SEARS HOLDING COMPANY  WASILLA,Alaska,140,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2225511,WESTWOOD WATER COMPANY INC,Alaska,180,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Open
AK2225511,WESTWOOD WATER COMPANY INC,Alaska,180,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Open
AK2225968,MSBSD RON LARSON SCHOOL,Alaska,505,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2226017,LITTLE FRIENDS CHILD CARE,Alaska,47,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Open
AK2226428,VIOLET CIRCLE WATER COMPANY,Alaska,35,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
AK2226567,VICTORY BIBLE CAMP SPRING,Alaska,110,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
AK2227092,MSBSD GLACIER VIEW SCHOOL,Alaska,50,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
AK2227092,MSBSD GLACIER VIEW SCHOOL,Alaska,50,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
AK2227149,WILDROSE CIRCLE,Alaska,30,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Open
AK2227149,WILDROSE CIRCLE,Alaska,30,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
AK2227547,MATANUSKA HEIGHTS DUCHESS,Alaska,36,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JAN-2016,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JUL-2015,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JAN-2015,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
AK2240472,TYONEK WATER SYSTEM,Alaska,199,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
AK2240503,HIGHLAND PRIDE MOBILE TRAILER PARK,Alaska,100,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
AK2240561,KPBSD MOOSE PASS SCHOOL,Alaska,34,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Open
AK2240773,BEAR CREEK MOBILE HOME RV PARK,Alaska,100,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Returned to Compliance
AK2241062,SALMON CREEK TRAILER COURT,Alaska,125,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
AK2241101,BAY VIEW TRAILER COURT,Alaska,51,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
AK2243006,RED DIAMOND CENTER,Alaska,175,Initial Tap Sampling for Pb and Cu,01-JUL-2014,Returned to Compliance
AK2243006,RED DIAMOND CENTER,Alaska,175,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
AK2243006,RED DIAMOND CENTER,Alaska,175,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
AK2243006,RED DIAMOND CENTER,Alaska,175,Initial Tap Sampling for Pb and Cu,01-JAN-2013,Returned to Compliance
